first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, norm-nw-score, nw-mismatches, sum scores, mean scores, min score,Column1
965," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
966," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/-,345/+,345,809/+,1715/+,1715]",0.973684,4, -13.8147, -0.657845, -7.46006,
967," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.58193, -0.327281, -2.15895,
968," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820]",1,0, -4.041, -0.288643, -2.15895,
969," ""1 38 22 5 5 5 26 26 26 11 9 11 9 11 9 4 2 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 2 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-2.93172,-4.03471,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-2.82418,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-2.93172,-4.03471,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715/-,635/+,635,809,1715/+,1715]",0.986842,4, -74.1674, -1.85419, -7.46006,
970," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
971," ""1 25 5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 3 4 3 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-4.01774,-2.82418,-2.82418,-2.93172,-2.82418,-2.93172,-2.82418,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,5,12,18,29,50,88,147,232,345,482,645,820,482/+,482,482,482,482,482,1002,1314,1715,1715,1715,1715]",0.996667,1, -28.4074, -1.05213, -4.01774,
972," ""1 19 5 5 5 22 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,50,88,147,232,345,482,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-2.19302,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,234/+,88/+,147,232,345,482,645,1002,1314,1715,1715,1715,1715]",0.986842,2, -8.65792, -0.432896, -2.57548,
973," ""1 20 22 5 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.31864,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,482/+,1002,1314,1715,1715,1715,1715]",0.995833,1, -9.1073, -0.433681, -2.31864,
974," ""1 31 22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 3 4 3 4 3 3 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,24,42,75,88,147,234,348,485,645,645,645,645,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-1.21288,0,-0.313092,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-2.82418,-2.93172,-2.82418,-2.82418,-2.93172,-2.82418,-2.93172,-2.82418,-2.82418,-2.82418,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",2," [2,7,14,24,44,81,222/+,335,472,635,635,809,987,1715/+,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1715,1002/+,1314,1715,1715,1715,1715]",0.986559,3, -45.6935, -1.34393, -2.93172,
975," ""1 22 5 5 5 22 9 11 9 26 26 11 11 9 26 4 3 4 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,485,645,820,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-inf,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-0.397616,-3.28438,-0.0381838,-0.267709,-4.01774,-2.93172,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1]",2," [1,4,10,18,50/+,88,147,234,348,485,485,645,820,482/+,482,482,1002,1314,1715,1715,1715,1715]",0.992424,2, -inf, -inf, -inf,
976," ""1 25 22 5 5 5 26 11 9 11 9 26 26 11 9 4 3 4 2 2 2 23 23 23 21 21 21"""," [2,7,14,24,44,24,42,75,88,147,234,348,485,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-1.21288,0,-0.313092,-0.00831785,-1.91308,-0.418024,-0.397616,-0.0381838,-2.93172,-2.82418,-2.93172,-4.03471,-4.03471,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,222/+,335,472,635,635,635,809,987,645/+,645,645,645,645,645,1002,1314,1715,1715,1715,1715]",0.99,2, -31.8427, -1.17936, -4.03471,
977," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.82493, -0.291247, -1.39273,
978," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820]",1,0, -4.041, -0.288643, -2.15895,
979," ""1 24 5 5 22 5 11 9 11 9 11 9 26 26 26 4 4 3 2 2 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-4.01774,-2.93172,-2.93172,-2.82418,-4.03471,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,12,18,29,50,88,147,232,345,482,645,820,482/+,482,482,482,482,1002,1314,1715,1715,1715,1715]",0.996528,1, -28.0483, -1.07878, -4.03471,
980," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.82493, -0.291247, -1.39273,
981," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
982," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/-,345/+,345,809/+,1715/+,1715]",0.973684,4, -13.8147, -0.657845, -7.46006,
983," ""1 19 5 5 22 5 9 26 11 11 9 11 9 26 26 23 23 23 21 21 21"""," [1,4,12,18,88,147,234,50,88,50,88,147,232,345,482,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-inf,-0.00831785,-1.91308,-0.418024,-0.188839,-4.79351,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1]",3," [1,4,12,18,50/+,234/+,88/+,482/+,645/+,645,345,482,645,1002,1314,1715,1715,1715,1715]",0.982456,5, -inf, -inf, -inf,
984," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820]",1,0, -4.041, -0.288643, -2.15895,
985," ""1 20 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 2 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-0.0182099,-0.583919,-0.00917438,-7.46006,-1.12687,0,0,-8.96111,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/-,345/+,345,345,809/+,1715/+,1715]",0.975,4, -22.7759, -1.03527, -8.96111,
986," ""1 20 5 5 5 22 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.31864,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,482/+,1002,1314,1715,1715,1715,1715]",0.995833,1, -7.60264, -0.36203, -2.31864,
987," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820]",1,0, -4.041, -0.288643, -2.15895,
988," ""1 19 5 5 5 22 11 9 9 11 9 26 26 26 11 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-2.83421,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-5.13421,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,10,18,29,50,147/+,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715]",0.995614,1, -13.0636, -0.622075, -5.13421,
989," ""1 19 22 5 5 5 26 26 26 11 9 11 11 9 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,18,29,50,485,645,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-0.382262,-0.161455,-0.322257,-0.0164551,-0.0285091,-0.074963,-4.01488,-0.0858814,-0.0133957,-2.83421,-0.0381838,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1]",2," [2,7,14,24,44,81,139,222,335,472,809/+,987,987,987/-,345/+,345,809/+,1715/+,1715]",0.973684,5, -14.1785, -0.644479, -4.01488,
990," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.58193, -0.327281, -2.15895,
991," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
992," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.82493, -0.291247, -1.39273,
993," ""1 13 5 5 22 5 9 26 11 11 9 11 9 26 26"""," [1,4,12,18,42,75,24,44,44,44,44,0,29,50,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-inf,0,-2.77474,-0.382262,-1.99279,-1.99279,-4.35991,-4.35991,-7.10332,-0.0133957,-2.83421,-6.4762,-6.4762,-1.39273]"," [1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1]",4," [1,4,12,18,50/+,234/+,88/+,482/+,645/+,645,345,482,645]",0,5, -inf, -inf, -inf,
994," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.53793, -0.324138, -2.15895,
995," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
996," ""1 22 5 5 22 5 11 9 11 9 26 26 9 26 11 4 3 4 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,234,348,485,645,820,820,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-1.91308,-0.418024,-1.13657,-0.0381838,-0.267709,-5.13421,-5.13421,-2.93172,-2.82418,-2.93172,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1]",2," [1,4,12,18,29,50,88,147,234,348,645/+,482/+,482,482,482,482,1002,1314,1715,1715,1715,1715]",0.996212,2, -29.5062, -1.18025, -5.13421,
997," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-1.28054,0,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.78094, -0.289047, -1.39273,
998," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.82493, -0.291247, -1.39273,
999," ""1 25 5 5 22 5 26 9 9 11 9 26 26 11 11 2 4 3 4 2 2 23 23 23 21 21 21"""," [1,4,12,18,18,29,50,88,147,232,345,482,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-3.22658,-3.22658,-0.0133957,-2.83421,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-4.10276,-4.10276,-4.03471,-2.93172,-2.82418,-2.93172,-4.03471,-4.03471,-2.57548,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",2," [1,4,12,18,18/-,50/+,147/+,232,345,482,645,645,645,645,645,645,645,645,645,1002,1314,1715,1715,1715,1715]",0.983333,3, -45.0157, -1.6077, -4.10276,
1000," ""1 26 5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 3 21 21 4 4 4 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,645,645,645,645,1002,1314,1715,1715,1715,1715,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-4.01774,-2.82418,-2.82418,-2.93172,-2.57548,0,0,-7.57482,-0.294118,-0.294118,-6.25306,-6.25306,-6.25306,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [1,4,10,18,29,50,88,147,232,345,482,645,820,482/+,482,482,1002,1314,1715,1715,1715,1715,1715,1715,1715,1715]",0.996795,1, -45.6644, -1.63087, -7.57482,
1001," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
1002," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.302039,-0.326728,-0.997813,-0.00306906,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-2.15895]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820]",1,0, -4.58193, -0.327281, -2.15895,
1003," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.302039,-0.326728,-0.45995,0,-0.0858814,-0.0133957,-0.188839,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -5.284, -0.2642, -1.39273,
1004," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35154,-0.000795229,0,-0.00318218,-1.21288,0,-0.313092,-0.00831785,-0.178821,-0.00373959,-0.01846,-0.0281614,-0.267709,-1.12687,0,0,-0.294118,-0.294118,-0.294118,-1.39273]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715]",1,0, -6.78866, -0.339433, -1.39273,
