first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, nw-score, norm-nw-score, sum scores, mean scores, min score,Column1
39," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
40," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.48451, -0.248894, -1.54152
41," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
42," ""1 20 5 22 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.77464,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,]",40,1,, -7.50411, -0.357338, -2.77464
43," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
44," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
45," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
46," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
47," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
48," ""1 25 5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.74231,-0.640733,-0.176382,-0.461154,-0.706451,-0.0180185,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,]",50,1,, -9.00907, -0.346503, -2.74231
49," ""1 31 22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 3 4 3 3 4 3 4 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1693,2148,2691,3301,3956,1004,1321,1727,2189,2746,3365,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.50408,-1.0758,-0.128175,-0.329753,-0.706219,-0.192904,-0.13428,-0.640733,-0.176382,-0.461154,-0.742819,-0.138836,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1693,2148,2691,3301,3956,1004,1321,1727,2189,2746,3365,1002,1314,1715,1715,1715,1715,]",62,1,, -10.5984, -0.3312, -1.50408
50," ""1 23 22 5 5 5 26 11 9 26 26 11 9 11 9 2 2 3 2 23 23 23 21 21 21"""," [2,7,14,24,44,79,134,216,335,472,635,809,987,987,987,1294,987,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-2.60269,0,-0.475424,-0.139762,0,-0.00559442,-0.0291174,-0.0114287,-1.94687,-1.94687,-1.50408,-2.74727,-1.09861,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,79,134,216,335,472,635,809,987,987,987,1294,987,1002,1314,1715,1715,1715,1715,]",46,1,, -16.4838, -0.686827, -2.74727
51," ""1 13 5 22 5 5 11 9 11 9 26 26 11 9 26"""," [1,5,12,18,29,50,88,147,234,348,485,649,824,824]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-1.82233,-0.274349,-0.260506,-0.0134955,-0.0645385,-1.36621]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,234,348,485,649,824,]",26,1,, -5.51667, -0.394048, -1.82233
52," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
53," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,, -2.98911, -0.213508, -1.54152
54," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
55," ""1 19 22 5 5 5 11 9 11 9 26 11 9 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,234,347,484,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-1.82233,-1.43441,-0.134387,-0.348878,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,234,347,484,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -9.25684, -0.462842, -1.82233
56," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.09861,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,139,222,335,472,635,809,987,1002,1314,1715,1715,1715,1715,]",38,1,, -5.39478, -0.269739, -1.38644
57," ""1 13 22 5 5 5 11 9 11 9 11 9 26 26 26"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,]",26,1,, -4.48137, -0.320098, -1.54152
58," ""1 25 5 22 5 5 11 9 11 9 11 9 26 26 26 3 3 4 3 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.74231,-0.640733,-0.176382,-0.461154,-0.706451,-0.0180185,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,]",50,1,, -9.00907, -0.346503, -2.74231
59," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.48451, -0.248894, -1.54152
60," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.77346, -0.238673, -1.38644
61," ""1 19 22 5 5 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,134,330,465,625,797,1294,963,1294,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-2.08475,-0.995958,0,-0.594056,0,-0.25672,-2.83065,-inf,-2.05412,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,42,75,134,330,465,625,797,1294,963,1002/+|1002/+|1002/+|963/+,1314/+,1715,1715,1715,1715,]",35,0.986842,, -inf, -inf, -inf
62," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.23406, -0.211703, -1.38644
63," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.52851, -0.252036, -1.54152
64," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.52851, -0.252036, -1.54152
65," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,, -2.98911, -0.213508, -1.54152
66," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,, -2.98911, -0.213508, -1.54152
67," ""1 23 22 5 5 5 11 9 26 26 26 11 9 11 9 2 4 4 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,134,216,335,472,635,809,987,987,1295,1696,2153,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-2.08475,-0.475424,-0.139762,0,-0.00559442,-0.0291174,-0.0114287,-1.94687,-1.31246,-0.934609,-0.164982,-0.74936,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,134,216,335,472,635,809,987,987,1295,1696,2153,1002,1314,1715,1715,1715,1715,]",46,1,, -12.6572, -0.527382, -2.08475
68," ""1 20 5 22 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.77464,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,]",40,1,, -7.50411, -0.357338, -2.77464
69," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -4.72947, -0.236473, -1.38644
70," ""1 20 22 5 5 5 26 26 26 11 9 11 9 11 9 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.50408,-2.05412,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1002,1314,1715,1715,1715,1715,]",40,1,, -7.85436, -0.374017, -2.05412
71," ""1 31 22 5 5 5 11 9 26 26 11 9 26 11 9 3 3 4 3 3 4 3 4 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,134,216,134,330,465,635,809,987,1294,1692,2148,2691,3301,3956,1004,1322,1727,1696,2153,1294,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-2.08475,-0.475424,-0.139762,-0.995958,0,-0.814844,-0.0291174,-0.0114287,-1.50408,-0.897243,-0.252055,-0.329753,-0.706219,-0.192904,-0.13428,-0.874572,-0.131996,-2.66723,-0.164982,-2.50767,-2.05412,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,42,75,134,216,472/+,635,238,354,494,1294/+,1692,2148,2691,3301,3956,1004,1322,1727,1696,2153,1294,1002,1314,1715,1715,1715,1715,]",59,0.991935,, -21.7712, -0.659733, -2.66723
72," ""1 27 22 5 5 5 26 26 26 11 9 11 9 11 9 3 3 3 3 3 3 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2691,3301,3221,3953,3302,3956,1004,1319,1724,2184,2738,3357,4012,4012]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00559442,-0.0291174,-0.0114287,-1.50408,-0.897243,-1.59913,-0.706219,-1.74047,-0.105361,-0.693147,-0.0502618,-0.13428,-3.39227,0,0,0,0,0,0]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,1294,1692,2691,3301,3221,3953,3953/+|1695/+|1295/+,1695|1295,2231/+,2794,3416,4070,4632,5178,]",53,0.996914,, -12.8687, -0.443747, -3.39227
73," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.52851, -0.252036, -1.54152
74," ""1 19 22 5 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -5.72632, -0.286316, -1.38644
75," ""1 30 22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 4 3 3 3 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,44,81,137,220,330,465,635,809,987,1294,1693,2148,1004,1321,1295,1695,1295,1696,2153,1294,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-1.9064,-0.00851069,-0.0987348,0,-0.814844,-0.0291174,-0.0114287,-1.50408,-1.0758,-0.128175,-1.50971,-0.640733,-1.84867,-0.518002,-2.10515,-0.934609,-0.164982,-2.50767,-2.05412,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,137,220,330,465,635,809,987,1294,1693,2148,1004,1321,1295,1695,1295,1696,2153,1294,1002,1314,1715,1715,1715,1715,]",60,1,, -21.9214, -0.707141, -2.50767
76," ""1 19 5 5 22 5 11 9 26 11 9 11 9 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-2.7366,-0.227679,-0.00569802,-0.040822,0,-0.000949517,-0.0182583,-0.536531,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,90,151,239,355,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,, -7.49389, -0.374694, -2.7366
77," ""1 24 5 22 5 5 11 9 11 9 11 9 26 26 26 4 4 3 2 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1696,2153,2153,2153,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-2.65529,-0.934609,-0.164982,-0.892985,-0.892985,-0.74936,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1295,1696,2153,2153,2153,1002,1314,1715,1715,1715,1715,]",48,1,, -10.4831, -0.419326, -2.65529
78," ""1 31 22 5 5 5 26 26 11 9 11 9 26 11 9 3 4 3 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,137,220,330,465,635,809,987,1294,1693,2148,2691,3302,3956,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-1.9064,-0.00851069,-0.0987348,0,-0.814844,-0.0291174,-0.0114287,-1.50408,-1.0758,-0.128175,-0.329753,-0.817445,-0.0502618,-0.13428,-0.640733,-0.176382,-0.461154,-0.706451,-0.0180185,-0.0710959,0,0,-0.287833,-0.287833,-0.287833,-1.38644]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,44,81,137,220,330,465,635,809,987,1294,1693,2148,2691,3302,3956,1004,1321,1727,2189,2745,3365,1002,1314,1715,1715,1715,1715,]",62,1,, -13.0433, -0.407603, -1.9064
79," ""1 13 5 22 5 5 11 9 11 9 11 9 26 26 26"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00508332,-0.182484,-0.00358716,-0.0224654,-0.000949517,-0.0182583,-1.54152]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,]",26,1,, -3.48451, -0.248894, -1.54152
